ID,DATE_START,SEMESTER_ID,CLASS_ID,USER_ID,CONSISTENCY,ASSESSMENT_TYPE,ASSESSMENTS_ID,EXERCISE_ID,ALL_CTS_PASSED,MPL_VALUE,SUM_GRADES,COUNT_GRADES
154,2023-04-03,2022-2,485,4399,True,Lab 1,4399,4236,True,1.0,1.0,1
155,2023-04-05,2022-2,485,4399,True,TP 1,4452,2301,True,1.0,1.0,1
156,2023-04-05,2022-2,485,4399,True,TP 1,4452,5168,True,1.0,1.0,1
157,2023-04-05,2022-2,485,4399,True,TP 1,4452,5918,True,0.5,1.0,2
158,2023-04-05,2022-2,485,4399,True,TP 1,4452,5929,True,1.0,1.0,1
159,2023-04-12,2022-2,485,4399,True,Lab 2,4477,1391,True,1.0,1.0,1
160,2023-04-12,2022-2,485,4399,True,Lab 2,4477,1395,True,0.25,1.0,4
161,2023-04-12,2022-2,485,4399,True,Lab 2,4477,1397,True,0.3333333333333333,1.0,3
162,2023-04-12,2022-2,485,4399,True,Lab 2,4477,2445,True,0.5,1.0,2
163,2023-04-18,2022-2,485,4399,True,Lab 2,4477,2449,True,1.0,1.0,1
164,2023-04-10,2022-2,485,4399,True,Lab 2,4477,2703,True,1.0,1.0,1
165,2023-04-18,2022-2,485,4399,True,Lab 2,4477,2967,True,1.0,1.0,1
166,2023-04-12,2022-2,485,4399,True,Lab 2,4477,2969,True,0.665,1.33,2
167,2023-04-18,2022-2,485,4399,True,Lab 2,4477,2970,True,1.0,1.0,1
168,2023-04-18,2022-2,485,4399,True,Lab 2,4477,2971,True,1.0,1.0,1
169,2023-04-15,2022-2,485,4399,True,Lab 2,4477,2973,True,0.037037037037037035,1.0,27
170,2023-04-12,2022-2,485,4399,True,Lab 2,4477,2975,True,1.0,1.0,1
171,2023-04-18,2022-2,485,4399,True,Lab 2,4477,3334,True,0.7799999999999999,2.34,3
172,2023-04-12,2022-2,485,4399,True,Lab 2,4477,5955,True,0.5,1.0,2
173,2023-04-19,2022-2,485,4399,True,TP 2,4526,3386,True,1.0,1.0,1
174,2023-04-19,2022-2,485,4399,True,TP 2,4526,5950,True,0.5,1.0,2
175,2023-04-19,2022-2,485,4399,True,TP 2,4526,5999,True,1.0,1.0,1
176,2023-04-19,2022-2,485,4399,True,TP 2,4526,6008,True,1.0,1.0,1
177,2023-04-25,2022-2,485,4399,True,Lab 3,4553,1117,True,0.30400000000000005,7.6000000000000005,25
178,2023-04-24,2022-2,485,4399,True,Lab 3,4553,1487,True,1.0,1.0,1
179,2023-04-24,2022-2,485,4399,True,Lab 3,4553,3039,True,0.835,1.67,2
180,2023-04-24,2022-2,485,4399,True,Lab 3,4553,3056,True,0.7799999999999999,2.34,3
181,2023-04-24,2022-2,485,4399,True,Lab 3,4553,5233,True,0.7799999999999999,2.34,3
182,2023-04-24,2022-2,485,4399,True,Lab 3,4553,5239,True,1.0,1.0,1
183,2023-04-24,2022-2,485,4399,True,Lab 3,4553,5241,True,1.0,1.0,1
184,2023-04-24,2022-2,485,4399,True,Lab 3,4553,5259,True,0.665,1.33,2
185,2023-04-25,2022-2,485,4399,True,Lab 3,4553,6093,True,1.0,1.0,1
186,2023-04-24,2022-2,485,4399,True,Lab 3,4553,6094,True,0.25,1.0,4
187,2023-04-24,2022-2,485,4399,True,Lab 3,4553,6095,True,1.0,1.0,1
188,2023-04-24,2022-2,485,4399,True,Lab 3,4553,6104,True,0.4975,1.99,4
189,2023-05-13,2022-2,485,4399,True,Lab 4,4629,5287,True,1.0,1.0,1
190,2023-05-14,2022-2,485,4399,True,Lab 4,4629,5305,True,0.665,1.33,2
191,2023-05-12,2022-2,485,4399,True,Lab 4,4629,6042,True,0.25,1.0,4
192,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6044,True,1.0,1.0,1
193,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6048,True,1.0,1.0,1
194,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6050,True,1.0,1.0,1
195,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6051,True,1.0,1.0,1
196,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6085,True,0.665,1.33,2
197,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6193,True,1.0,1.0,1
198,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6194,True,0.5,1.0,2
199,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6195,True,1.0,1.0,1
200,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6215,True,0.25,1.0,4
201,2023-05-13,2022-2,485,4399,True,Lab 4,4629,6224,True,1.0,1.0,1
202,2023-05-22,2022-2,485,4399,True,TP 4,4673,6213,True,1.0,1.0,1
203,2023-05-22,2022-2,485,4399,True,TP 4,4673,6221,True,1.0,1.0,1
204,2023-05-22,2022-2,485,4399,True,TP 4,4673,6246,True,0.665,1.33,2
205,2023-05-26,2022-2,485,4399,True,Lab 5,4697,1186,True,1.0,1.0,1
206,2023-05-29,2022-2,485,4399,True,Lab 5,4697,1605,True,1.0,1.0,1
207,2023-05-29,2022-2,485,4399,True,Lab 5,4697,1614,True,1.0,1.0,1
208,2023-05-29,2022-2,485,4399,True,Lab 5,4697,1621,True,1.0,1.0,1
209,2023-05-29,2022-2,485,4399,True,Lab 5,4697,6250,True,0.25,1.0,4
210,2023-05-29,2022-2,485,4399,True,Lab 5,4697,6251,True,1.0,1.0,1
211,2023-05-27,2022-2,485,4399,True,Lab 5,4697,6259,True,1.0,1.0,1
212,2023-05-29,2022-2,485,4399,True,Lab 5,4697,6260,True,0.5,1.0,2
213,2023-05-29,2022-2,485,4399,True,Lab 5,4697,6264,True,0.5,1.0,2
214,2023-05-25,2022-2,485,4399,True,Lab 5,4697,6270,True,0.5,1.0,2
215,2023-05-29,2022-2,485,4399,True,Lab 5,4697,6271,True,1.0,1.0,1
216,2023-05-26,2022-2,485,4399,True,Lab 5,4697,6272,True,1.0,1.0,1
217,2023-05-25,2022-2,485,4399,True,Lab 5,4697,6273,True,0.5,1.0,2
218,2023-06-05,2022-2,485,4399,True,TP 5,4749,6312,True,1.0,1.0,1
219,2023-06-05,2022-2,485,4399,True,TP 5,4749,6329,True,0.25,1.0,4
220,2023-06-05,2022-2,485,4399,True,TP 5,4749,6339,True,1.0,1.0,1
221,2023-06-05,2022-2,485,4399,True,TP 5,4749,6342,True,1.0,1.0,1
222,2023-06-14,2022-2,485,4399,True,Lab 6,4757,1223,True,0.5,1.0,2
223,2023-06-14,2022-2,485,4399,True,Lab 6,4757,1227,True,0.6666666666666666,2.0,3
224,2023-06-14,2022-2,485,4399,True,Lab 6,4757,1639,True,0.3333333333333333,1.0,3
225,2023-06-14,2022-2,485,4399,True,Lab 6,4757,1649,True,0.5,1.0,2
226,2023-06-14,2022-2,485,4399,True,Lab 6,4757,2563,True,1.0,1.0,1
227,2023-06-07,2022-2,485,4399,True,Lab 6,4757,2588,True,0.5,1.0,2
228,2023-06-14,2022-2,485,4399,True,Lab 6,4757,2844,True,0.5,1.0,2
229,2023-06-14,2022-2,485,4399,True,Lab 6,4757,2853,True,1.0,1.0,1
230,2023-06-14,2022-2,485,4399,True,Lab 6,4757,3189,True,0.3333333333333333,1.0,3
231,2023-06-07,2022-2,485,4399,True,Lab 6,4757,6353,True,0.3333333333333333,1.0,3
232,2023-06-07,2022-2,485,4399,True,Lab 6,4757,6354,True,0.3333333333333333,1.0,3
233,2023-06-14,2022-2,485,4399,True,Lab 6,4757,6355,False,0.0,0.0,0
234,2023-06-19,2022-2,485,4399,True,TP 6,4797,1640,True,1.0,1.0,1
235,2023-06-19,2022-2,485,4399,True,TP 6,4797,6363,True,1.0,1.0,1
236,2023-06-19,2022-2,485,4399,True,TP 6,4797,6380,True,1.0,1.0,1
237,2023-06-19,2022-2,485,4399,True,TP 6,4797,6382,True,1.0,1.0,1
238,2023-05-08,2022-2,485,4502,True,TP 3,4610,3033,True,1.0,1.0,1
239,2023-05-08,2022-2,485,4502,True,TP 3,4610,6075,True,1.0,1.0,1
240,2023-05-08,2022-2,485,4502,True,TP 3,4610,6109,True,1.0,1.0,1
241,2023-05-08,2022-2,485,4502,True,TP 3,4610,6152,True,1.0,1.0,1
242,2023-03-27,2022-2,485,6119,True,Lab 1,4399,2895,True,1.0,1.0,1
243,2023-03-27,2022-2,485,6119,True,Lab 1,4399,2938,True,1.0,1.0,1
244,2023-03-27,2022-2,485,6119,True,Lab 1,4399,4236,True,1.0,1.0,1
245,2023-04-13,2022-2,485,6119,True,TP 1,4452,2673,True,1.0,1.0,1
246,2023-04-13,2022-2,485,6119,True,TP 1,4452,5164,True,1.0,1.0,1
247,2023-04-13,2022-2,485,6119,True,TP 1,4452,5917,True,1.0,1.0,1
248,2023-04-13,2022-2,485,6119,True,TP 1,4452,5931,True,1.0,1.0,1
249,2023-04-10,2022-2,485,6119,True,Lab 2,4477,1391,True,1.0,1.0,1
250,2023-04-10,2022-2,485,6119,True,Lab 2,4477,1395,True,1.0,1.0,1
251,2023-04-10,2022-2,485,6119,True,Lab 2,4477,1397,True,1.0,1.0,1
252,2023-04-10,2022-2,485,6119,True,Lab 2,4477,2445,True,1.0,1.0,1
253,2023-04-13,2022-2,485,6119,True,Lab 2,4477,2449,False,0.0,0.0,2
254,2023-04-10,2022-2,485,6119,True,Lab 2,4477,2703,True,0.5,1.0,2
255,2023-04-13,2022-2,485,6119,True,Lab 2,4477,2967,True,1.0,1.0,1
256,2023-04-10,2022-2,485,6119,True,Lab 2,4477,2969,True,0.835,1.67,2
257,2023-04-12,2022-2,485,6119,True,Lab 2,4477,2970,True,1.0,1.0,1
258,2023-04-12,2022-2,485,6119,True,Lab 2,4477,2971,True,1.0,1.0,1
259,2023-04-12,2022-2,485,6119,True,Lab 2,4477,2972,True,1.0,1.0,1
260,2023-04-12,2022-2,485,6119,True,Lab 2,4477,2973,True,0.3333333333333333,1.0,3
261,2023-04-10,2022-2,485,6119,True,Lab 2,4477,2975,True,1.0,1.0,1
262,2023-04-17,2022-2,485,6119,True,Lab 2,4477,3334,False,0.5025000000000001,2.0100000000000002,4
263,2023-04-12,2022-2,485,6119,True,Lab 2,4477,5955,True,1.0,1.0,1
264,2023-04-19,2022-2,485,6119,True,TP 2,4526,3369,True,1.0,1.0,1
265,2023-04-19,2022-2,485,6119,True,TP 2,4526,5949,True,1.0,1.0,1
266,2023-04-19,2022-2,485,6119,True,TP 2,4526,6006,True,1.0,1.0,1
267,2023-04-19,2022-2,485,6119,True,TP 2,4526,6009,True,1.0,1.0,1
268,2023-04-26,2022-2,485,6119,True,Lab 3,4553,3056,True,1.0,1.0,1
269,2023-04-26,2022-2,485,6119,True,Lab 3,4553,5233,True,0.5,1.0,2
